	Ensembl.ID	MGI.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17481284	ENSMUSG00000056144	Trim34a	0,1608861384	4,5160126	0,9383089199	0,3524584384	0,7252022986	-5,9440641156
17427185	NA	NA	0,0855261581	4,5744019077	0,9383058384	0,3524600065	0,7252022986	-5,94406693
17392887	NA	NA	0,0869880421	4,7864354308	0,9382994283	0,3524632683	0,7252022986	-5,9440727844
17466833	ENSMUSG00000038253	Hoxa5	0,124857446	4,1554872462	0,9382567643	0,3524849786	0,7252022986	-5,9441117492
17385030	ENSMUSG00000026766	Mmadhc	-0,0522203775	7,9134891077	-0,9381941018	0,3525168671	0,7252076152	-5,9441689754
17200789	NA	NA	0,2154427824	5,5494399231	0,9381647852	0,3525317867	0,7252076152	-5,9441957473
17527004	ENSMUSG00000032051	Fdx1	-0,0656083998	6,2317668	-0,9380740145	0,3525779839	0,7252100337	-5,9442786341
17357362	ENSMUSG00000071645	Tut1	0,0503882379	6,9125220154	0,9380407135	0,3525949332	0,7252100337	-5,9443090407
17292477	ENSMUSG00000021391	Cenpp	-0,0798725583	5,1688642769	-0,9380321367	0,3525992986	0,7252100337	-5,944316872
17486944	ENSMUSG00000108307	Ceacam-ps1	-0,0871281338	5,6051975077	-0,9379394814	0,3526464608	0,7252615524	-5,944401468
17418213	NA	NA	0,2078978075	8,9792406615	0,9378586294	0,3526876185	0,7253007163	-5,9444752808
17222825	ENSMUSG00000026107	Nabp1	0,0603025892	7,3968611538	0,9377305774	0,3527528096	0,7253142765	-5,9445921717
17205661	NA	NA	-0,2579336282	5,2959676769	-0,9376309448	0,3528035379	0,7253142765	-5,9446831097
17551163	NA	NA	-0,0450336856	13,3105876923	-0,9375988359	0,3528198873	0,7253142765	-5,9447124145
17239787	ENSMUSG00000037370	Enpp1	-0,075343664	6,7032123231	-0,9375950279	0,3528218262	0,7253142765	-5,9447158899
17260898	ENSMUSG00000042363	Lgalsl	-0,0747111332	6,9110230769	-0,9375679426	0,3528356181	0,7253142765	-5,944740609
17250087	NA	NA	0,1521564881	4,4855722	0,9375437433	0,3528479407	0,7253142765	-5,9447626936
17369261	NA	NA	0,1230746163	4,2163282154	0,9375416254	0,3528490192	0,7253142765	-5,9447646264
17275873	NA	NA	0,1309465332	4,1257014154	0,937259453	0,3529927261	0,7255642038	-5,9450221
17357717	NA	Scarna17	-0,0684194306	9,1800314	-0,9371387841	0,3530541928	0,725633886	-5,9451321838
17314840	ENSMUSG00000044217	Aqp5	-0,0822350604	5,8303021692	-0,9371060328	0,353070877	0,725633886	-5,9451620598
17345152	ENSMUSG00000023932	Cdc5l	-0,0717001282	8,1090582	-0,9370556802	0,3530965287	0,7256411336	-5,9452079899
17339434	ENSMUSG00000024052	Lpin2	0,0611360735	8,4047914154	0,9369377824	0,3531565953	0,725682412	-5,9453155232
17278832	ENSMUSG00000076396	Mir667	0,0739767606	9,2556822154	0,9369293971	0,3531608677	0,725682412	-5,9453231708
17205939	NA	NA	-0,1388092165	5,3327368308	-0,9368534125	0,3531995842	0,7256860251	-5,9453924681
17392266	NA	NA	0,0930789567	4,3303135077	0,936839096	0,3532068792	0,7256860251	-5,945405524
17305221	ENSMUSG00000021792	Fam213a	0,1065004866	9,3486486615	0,9367558691	0,3532492897	0,7257276969	-5,9454814187
17302537	NA	NA	0,1985740881	5,2702885692	0,9365543303	0,3533520028	0,7258932436	-5,9456651755
17202411	NA	NA	0,2607305173	5,7453839692	0,9364893707	0,3533851132	0,7259157933	-5,9457243955
17425280	ENSMUSG00000085515	C630028M04Rik	-0,0764461711	4,7833822462	-0,9362526975	0,3535057644	0,7260760217	-5,9459401234
17447560	ENSMUSG00000029122	Evc	0,0808167908	6,3007347538	0,93622918	0,3535177546	0,7260760217	-5,9459615567
17207651	NA	NA	-0,1961929169	5,5490922	-0,9362060847	0,3535295299	0,7260760217	-5,9459826048
17208261	NA	NA	-0,2167755636	6,2001286769	-0,9361477584	0,3535592689	0,7260916307	-5,9460357587
17536736	ENSMUSG00000047797	Gjb1	0,0763533767	5,4793894769	0,9360630835	0,3536024452	0,7260960689	-5,9461129188
17207395	NA	NA	-0,1614937856	7,5488858308	-0,9360228922	0,3536229402	0,7260960689	-5,9461495409
17206053	NA	NA	-0,250811899	4,2653107692	-0,9360132696	0,3536278473	0,7260960689	-5,9461583088
17355794	ENSMUSG00000048410	Zfp407	0,0597484924	6,6812455231	0,9359596281	0,3536552025	0,7261067783	-5,9462071836
17266475	ENSMUSG00000017615	Tnfaip1	0,0609564011	8,4408507692	0,9358473256	0,3537124772	0,7261206205	-5,9463094981
17206841	NA	NA	-0,1088310883	7,4288550154	-0,9358228991	0,3537249356	0,7261206205	-5,9463317506
17533144	NA	NA	-0,0917953961	4,2194396154	-0,9357300744	0,3537722822	0,7261206205	-5,9464163086
17201381	NA	NA	-0,1320312551	5,6474003538	-0,9356809901	0,35379732	0,7261206205	-5,9464610183
17214120	ENSMUSG00000101812	D530049I02Rik	-0,0834227971	5,8980468462	-0,9356706792	0,3538025797	0,7261206205	-5,94647041
17220755	NA	NA	-0,3037598178	6,9084032308	-0,935638549	0,3538189701	0,7261206205	-5,9464996751
17277605	ENSMUSG00000090812	Samd15	0,0868518836	6,2782553385	0,9356017864	0,3538377241	0,7261206205	-5,9465331583
17206835	NA	NA	0,1069578568	8,4664917077	0,9355680518	0,3538549341	0,7261206205	-5,9465638825
17467407	NA	Igk-V4	0,2021242185	4,7054560154	0,9355298351	0,3538744312	0,7261206205	-5,9465986876
17361829	ENSMUSG00000044390	Tigd3	0,0991702747	5,8542601231	0,9355123675	0,3538833429	0,7261206205	-5,9466145953
17221960	ENSMUSG00000026064	Ptp4a1	0,0694430233	8,4730837231	0,9354191771	0,3539308899	0,7261727492	-5,9466994592
17200105	NA	NA	0,1552012426	6,2958135231	0,9353083716	0,3539874298	0,7262101919	-5,9468003537
17480566	NA	NA	-0,1155508234	5,7749046308	-0,9352966242	0,3539934243	0,7262101919	-5,9468110496
17492299	ENSMUSG00000097441	Gm26633	0,0891420794	4,5881123231	0,9352323281	0,3540262352	0,7262320764	-5,9468695887
17404235	NA	NA	-0,0914879768	4,2160812615	-0,9351510711	0,3540677043	0,7262717179	-5,9469435645
17323077	NA	NA	-0,0607242432	10,0862646769	-0,9350439489	0,3541223783	0,7263384391	-5,9470410783
17549520	NA	NA	-0,07376855	4,6799479077	-0,9349328323	0,3541790968	0,7263882749	-5,9471422168
17421962	NA	NA	0,1468939885	4,1991239385	0,9349095703	0,3541909715	0,7263882749	-5,9471633885
17513666	ENSMUSG00000039079	Trhr2	-0,0734397894	6,6027776923	-0,9348425189	0,3542252009	0,7264130503	-5,9472244117
17328947	ENSMUSG00000009097	Tbx1	0,091408574	5,5467318154	0,9347228844	0,3542862791	0,7264658758	-5,94733328
17520416	ENSMUSG00000064225	Paqr9	0,0495839912	8,1565838308	0,9347052921	0,3542952613	0,7264658758	-5,9473492881
17309095	NA	NA	-0,1205083109	5,2373067692	-0,9346343187	0,3543314998	0,7264947612	-5,9474138669
17378168	ENSMUSG00000038572	Bpifb5	0,0931134169	4,7290804923	0,9344824635	0,3544090443	0,7265032661	-5,9475520243
17242320	ENSMUSG00000096481	Gm3250	-0,1865100496	5,5288282769	-0,9344671142	0,354416883	0,7265032661	-5,9475659879
17416616	ENSMUSG00000028601	Echdc2	0,0708431599	6,2816542462	0,9344512806	0,3544249691	0,7265032661	-5,9475803918
17204419	NA	NA	-0,1316337452	6,3957066	-0,9343675975	0,3544677076	0,7265032661	-5,9476565147
17450918	ENSMUSG00000033467	Crlf2	-0,0674914589	6,4830990462	-0,9343250369	0,3544894454	0,7265032661	-5,9476952278
17517770	ENSMUSG00000032315	Cyp1a1	0,0739797546	4,9600661385	0,9342289008	0,35453855	0,7265032661	-5,9477826667
17321326	ENSMUSG00000051853	Arf3	0,0460281256	10,0693613692	0,9342253953	0,3545403406	0,7265032661	-5,9477858549
17248793	ENSMUSG00000020401	Fam71b	0,0698966667	4,3080946923	0,9341256339	0,3545913017	0,7265032661	-5,9478765817
17386465	ENSMUSG00000027109	Sp3	-0,0507601226	8,0061234923	-0,934110863	0,3545988476	0,7265032661	-5,9478900141
17503974	ENSMUSG00000031766	Slc12a3	0,0972942001	4,7039324	0,9340693642	0,3546200481	0,7265032661	-5,9479277513
17368526	ENSMUSG00000026917	Wdr5	0,0608922581	7,3081794615	0,9340340427	0,3546380935	0,7265032661	-5,9479598699
17309161	ENSMUSG00000022124	Fbxl3	0,0401681095	9,2125578462	0,9340210069	0,3546447535	0,7265032661	-5,9479717233
17435567	NA	NA	-0,0912401633	5,2707503077	-0,9340025998	0,3546541579	0,7265032661	-5,9479884606
17208393	NA	NA	-0,2392892383	4,6781809385	-0,9338460744	0,3547341346	0,7265032661	-5,9481307738
17227483	ENSMUSG00000041570	Camsap2	-0,033219643	10,4548238	-0,9338239865	0,3547454214	0,7265032661	-5,9481508542
17477636	ENSMUSG00000059891	Tsks	0,0697245883	5,6250648615	0,9337739481	0,3547709915	0,7265032661	-5,9481963433
17341707	NA	NA	0,07354685	11,2063936923	0,9337181936	0,3547994841	0,7265032661	-5,948247026
17202051	NA	NA	0,3397848924	4,7240742462	0,9337156619	0,3548007779	0,7265032661	-5,9482493273
17200551	NA	NA	-0,1971445228	4,3998130462	-0,9336914291	0,3548131622	0,7265032661	-5,9482713548
17344508	NA	NA	-0,1404066218	5,0378829692	-0,9336030212	0,354858346	0,7265032661	-5,9483517123
17438788	ENSMUSG00000029291	Rufy3	-0,0371732703	10,6293194154	-0,9335978923	0,3548609674	0,7265032661	-5,948356374
17209113	NA	NA	-0,2797685258	4,3322080923	-0,9335839312	0,3548681031	0,7265032661	-5,9483690631
17295718	ENSMUSG00000069089	Cdk7	0,044276178	8,4753395538	0,9335598157	0,354880429	0,7265032661	-5,9483909809
17495836	NA	NA	-0,0625145876	5,5205335692	-0,9335500682	0,3548854112	0,7265032661	-5,94839984
17275454	ENSMUSG00000021010	Npas3	-0,0614283911	7,6382737385	-0,9335079545	0,3549069372	0,7265032661	-5,9484381141
17333955	ENSMUSG00000035868	Zfp983	0,095014505	6,7139918462	0,9333981659	0,3549630585	0,7265032661	-5,9485378855
17269246	ENSMUSG00000048294	Krtap4-13	0,0722698046	7,9332478308	0,9333413239	0,354992117	0,7265032661	-5,9485895366
17214449	ENSMUSG00000026201	Stk16	0,0513402141	7,7844732154	0,9332451122	0,3550413055	0,7265032661	-5,9486769553
17468709	NA	NA	0,0455754276	12,5718573846	0,9332384973	0,3550446875	0,7265032661	-5,9486829654
17373585	ENSMUSG00000040310	Alx4	-0,0756063861	4,6638888308	-0,933222107	0,3550530676	0,7265032661	-5,9486978567
17378306	NA	NA	0,1000044125	10,2072417538	0,9332113238	0,3550585809	0,7265032661	-5,9487076537
17542392	ENSMUSG00000002010	Idh3g	0,0357706635	11,2489172308	0,9331770178	0,3550761216	0,7265032661	-5,9487388212
17268955	ENSMUSG00000017607	Tns4	-0,0834926456	4,4319295692	-0,9331728645	0,3550782452	0,7265032661	-5,9487425944
17392724	NA	NA	0,1252380855	4,2669504769	0,9331166791	0,3551069741	0,7265032661	-5,9487936371
17320581	NA	NA	-0,1528836418	4,6110056923	-0,9331089017	0,355110951	0,7265032661	-5,9488007024
17249151	ENSMUSG00000036620	Mgat4b	-0,0560606188	7,7063549077	-0,9330465718	0,3551428237	0,7265140974	-5,9488573231
17200355	NA	NA	0,1276758165	7,2946323231	0,9329758034	0,3551790138	0,7265140974	-5,9489216052
17391734	ENSMUSG00000027309	4930402H24Rik	-0,0377773701	9,1090872462	-0,9329411861	0,3551967175	0,7265140974	-5,9489530478
17542654	ENSMUSG00000015289	Lage3	0,1024907309	5,8978972462	0,9329174178	0,3552088732	0,7265140974	-5,9489746357
17389689	ENSMUSG00000027344	Fsip1	0,1201377255	4,9307628462	0,9328819665	0,3552270045	0,7265140974	-5,9490068339
17266415	ENSMUSG00000010277	2610507B11Rik	-0,0928272847	5,9108250923	-0,9327954151	0,3552712729	0,7265593277	-5,9490854382
17549210	ENSMUSG00000084564	Mir1895	-0,2063934275	4,9184974462	-0,932625916	0,355357977	0,7266913313	-5,9492393536
17378304	NA	NA	-0,106106562	9,3222396	-0,9324271487	0,3554596701	0,7268539686	-5,9494198118
17284280	ENSMUSG00000002804	Nudt14	-0,0880543156	5,0341371846	-0,9321578204	0,3555974938	0,7270053097	-5,9496642722
17428501	ENSMUSG00000028707	Dmbx1	0,0839023986	4,8004002154	0,9321247024	0,3556144437	0,7270053097	-5,9496943276
17299872	NA	Trav4d-4	-0,0844774591	5,5381288769	-0,9321092567	0,3556223491	0,7270053097	-5,9497083446
17299949	NA	Trav4d-4	-0,0844774591	5,5381288769	-0,9321092567	0,3556223491	0,7270053097	-5,9497083446
17338445	ENSMUSG00000043592	Unc5cl	-0,0981420442	4,7340138923	-0,931967479	0,3556949184	0,7271083419	-5,9498369976
17346666	ENSMUSG00000090565	4930405O22Rik	0,0684899928	7,0851557231	0,9317841622	0,3557887638	0,7272024651	-5,9500033164
17270648	ENSMUSG00000020687	Cdc27	-0,0294051188	9,9972443077	-0,9317192716	0,3558219871	0,7272024651	-5,9500621824
17287454	ENSMUSG00000025870	Arl10	-0,0643551452	7,0505896615	-0,9316871988	0,3558384088	0,7272024651	-5,9500912761
17202717	NA	NA	-0,1533828608	6,2487192308	-0,9316503196	0,3558572921	0,7272024651	-5,9501247285
17353337	ENSMUSG00000090523	Gypc	-0,1069118907	4,4226612462	-0,9316135106	0,35587614	0,7272024651	-5,9501581159
17443461	ENSMUSG00000007987	Ift22	-0,0548838286	9,4887762615	-0,9315430033	0,3559122448	0,7272024651	-5,9502220657
17219374	ENSMUSG00000060244	Alyref2	0,1063100122	6,5989160615	0,9315321617	0,3559177967	0,7272024651	-5,9502318986
17507161	ENSMUSG00000031494	Cd209a	-0,1062039862	4,6411391846	-0,9315310905	0,3559183453	0,7272024651	-5,95023287
17549456	NA	NA	0,0796615237	4,2715950154	0,9312354926	0,3560697405	0,727463801	-5,9505009218
17204901	NA	NA	0,1384682384	6,6188171538	0,9311947439	0,3560906138	0,727463801	-5,9505378667
17336738	ENSMUSG00000024369	Nelfe	-0,056769835	7,2258380769	-0,9310699368	0,3561545507	0,7274850377	-5,9506510138
17205809	NA	NA	0,1528587457	6,2540428154	0,9310547794	0,3561623162	0,7274850377	-5,9506647541
17379871	NA	NA	0,0731784614	6,9647465846	0,9310445568	0,3561675535	0,7274850377	-5,9506740209
17333977	ENSMUSG00000061544	Zfp229	0,0919634298	6,0986038462	0,930912989	0,3562349635	0,727577413	-5,9507932781
17208655	NA	NA	-0,2986144902	4,5057296615	-0,9308613066	0,3562614457	0,7275861906	-5,9508401202
17307837	ENSMUSG00000022040	Ephx2	-0,058919617	7,4633971077	-0,9307704076	0,3563080257	0,727632723	-5,9509224999
17395852	ENSMUSG00000038671	Arfrp1	-0,0426572009	8,5371462154	-0,9306911585	0,3563486392	0,727632723	-5,9509943153
17501230	NA	NA	0,1432977542	5,5480477231	0,9306869655	0,3563507881	0,727632723	-5,9509981149
17413463	ENSMUSG00000028475	Spaar	0,1297602655	4,9635980923	0,9306423148	0,356373672	0,727634148	-5,9510385745
17288624	ENSMUSG00000036123	Slc9a3	0,1072324108	4,6861215846	0,930516951	0,3564379272	0,7277200385	-5,951152161
17423711	NA	NA	-0,1720300762	4,6064433231	-0,9302378082	0,3565810289	0,7277652087	-5,951405027
17378575	ENSMUSG00000038085	Cnbd2	0,0740896241	6,0098900462	0,9301645204	0,3566186059	0,7277652087	-5,9514714037
17375590	ENSMUSG00000035183	Slc24a5	-0,0759997382	5,1350661692	-0,9301585848	0,3566216494	0,7277652087	-5,9514767794
17376212	ENSMUSG00000027403	Tgm6	-0,0862114317	4,4362496462	-0,9300797949	0,3566620505	0,7277652087	-5,9515481333
17204601	NA	NA	-0,1728678567	6,3071066154	-0,93006389	0,3566702064	0,7277652087	-5,9515625364
17309682	ENSMUSG00000085555	2610035F20Rik	0,0839098834	4,9503830308	0,9300158544	0,3566948395	0,7277652087	-5,951606035
17265548	NA	Gm12326	0,0905038376	4,8547163077	0,9298642606	0,3567725852	0,7277652087	-5,9517432962
17210043	NA	NA	-0,1360392454	6,4194412	-0,929833962	0,3567881254	0,7277652087	-5,9517707276
17529449	ENSMUSG00000056919	Cep162	-0,0489056651	7,6013244154	-0,9298178676	0,3567963804	0,7277652087	-5,9517852986
17510948	ENSMUSG00000002885	Adgre5	0,0548453536	7,3624087846	0,9297721194	0,3568198458	0,7277652087	-5,9518267154
17203181	NA	NA	0,1955264871	6,3783784154	0,9297712968	0,3568202677	0,7277652087	-5,95182746
17205127	NA	NA	0,165021645	7,1876598923	0,9296185134	0,3568986415	0,7277652087	-5,9519657632
17209317	NA	NA	0,165021645	7,1876598923	0,9296185134	0,3568986415	0,7277652087	-5,9519657632
17483383	ENSMUSG00000065259	Snora30	0,0817781153	7,7597285692	0,9296156657	0,3569001024	0,7277652087	-5,9519683408
17266873	ENSMUSG00000072621	Slfn10-ps	-0,1307860298	4,3954850615	-0,9295988702	0,3569087188	0,7277652087	-5,9519835431
17542180	ENSMUSG00000035776	Cd99l2	-0,054467644	9,2076184154	-0,9295728645	0,3569220604	0,7277652087	-5,9520070814
17205155	NA	NA	0,1504482618	5,9660454	0,9295286882	0,3569447247	0,7277652087	-5,9520470649
17209345	NA	NA	0,1504482618	5,9660454	0,9295286882	0,3569447247	0,7277652087	-5,9520470649
17318967	NA	NA	0,1533503648	5,1688536615	0,9295205009	0,3569489252	0,7277652087	-5,9520544749
17200241	NA	NA	0,1872070953	5,2803858308	0,9294887724	0,356965204	0,7277652087	-5,9520831906
17450527	ENSMUSG00000067058	Rps15a-ps5	-0,0869799852	5,8272344308	-0,929440705	0,3569898665	0,7277652087	-5,9521266919
17235835	NA	NA	-0,1100992133	4,8092947231	-0,9294406729	0,356989883	0,7277652087	-5,952126721
17437565	NA	NA	-0,1457146891	4,5268591077	-0,9294183599	0,3570013319	0,7277652087	-5,9521469137
17206853	NA	NA	-0,1168939214	7,8246044308	-0,9293626419	0,3570299218	0,7277652087	-5,9521973349
17417858	ENSMUSG00000088552	Mir1957a	-0,0926174297	6,9168235692	-0,9293550827	0,3570338007	0,7277652087	-5,9522041754
17301213	ENSMUSG00000021939	Ctsb	0,0365964893	11,8705996923	0,9293488646	0,3570369914	0,7277652087	-5,9522098021
17551143	NA	NA	-0,0949806207	8,9155069077	-0,9292484138	0,357088539	0,7278226928	-5,9523006951
17517733	ENSMUSG00000032305	Fam219b	-0,0999352697	5,6445671538	-0,9292074212	0,3571095763	0,7278226928	-5,9523377846
17383506	ENSMUSG00000039826	Trub2	-0,0494756699	7,5877573231	-0,9291300306	0,3571492951	0,7278584124	-5,9524078021
17445044	ENSMUSG00000051950	B3glct	-0,0450963741	8,8547242615	-0,9289457886	0,3572438642	0,7278763785	-5,9525744685
17283859	NA	NA	0,1122236321	4,6190494615	0,9288009223	0,3573182336	0,7278763785	-5,9527054929
17371123	ENSMUSG00000026914	Psmd14	0,0363329062	8,3117962462	0,9288005811	0,3573184088	0,7278763785	-5,9527058015
17408813	ENSMUSG00000062127	Cttnbp2nl	0,0561719266	7,4778570615	0,9287880057	0,357324865	0,7278763785	-5,9527171744
17549188	NA	NA	0,0763701183	4,5368003846	0,9287809588	0,357328483	0,7278763785	-5,9527235473
17201723	NA	NA	-0,0949434748	7,5429713538	-0,9287788987	0,3573295407	0,7278763785	-5,9527254105
17201899	NA	NA	-0,0949434748	7,5429713538	-0,9287788987	0,3573295407	0,7278763785	-5,9527254105
17450536	ENSMUSG00000034384	Barhl2	0,1260197969	5,7383261077	0,9287065523	0,3573666854	0,7278763785	-5,9527908353
17432790	ENSMUSG00000029022	Miip	-0,069664391	6,0013971231	-0,928675194	0,3573827864	0,7278763785	-5,952819192
17550494	NA	NA	0,1422843695	5,3970815385	0,9286666759	0,3573871601	0,7278763785	-5,9528268946
17430436	ENSMUSG00000028798	Eif3i	0,0397118309	9,3988028308	0,9285412923	0,357451544	0,7278763785	-5,9529402661
17219460	NA	NA	0,0701036942	10,5298904615	0,9285372682	0,3574536104	0,7278763785	-5,9529439045
17469941	ENSMUSG00000030321	Efcab12	-0,0697034418	6,6869807077	-0,9285006197	0,3574724308	0,7278763785	-5,952977039
17209701	NA	NA	0,1007483679	8,8058985077	0,9284696845	0,3574883175	0,7278763785	-5,953005007
17392311	ENSMUSG00000086171	Pcsk2os1	0,0867058744	6,5320602154	0,9284515877	0,3574976114	0,7278763785	-5,9530213677
17458841	ENSMUSG00000029778	Adcyap1r1	0,0495194128	9,7480730154	0,928343841	0,3575529494	0,7278763785	-5,9531187711
17276881	NA	NA	-0,1181216887	4,2194290923	-0,9283394312	0,3575552144	0,7278763785	-5,9531227573
17208943	NA	NA	-0,119886869	7,6154210769	-0,9283348027	0,3575575917	0,7278763785	-5,9531269412
17210653	NA	NA	-0,2266535546	5,2157749077	-0,9280378143	0,357710153	0,7281417508	-5,9533953607
17348591	ENSMUSG00000024430	Cabyr	-0,0803854045	4,7500329385	-0,9279566384	0,35775186	0,7281814529	-5,9534687134
17412350	ENSMUSG00000028284	Map3k7	-0,0320986376	8,8885243077	-0,9276253059	0,3579221263	0,7284381184	-5,95376805
17313641	ENSMUSG00000065176	Rnu12	-0,0731558774	8,3937586	-0,9275992084	0,3579355396	0,7284381184	-5,9537916229
17203685	NA	NA	-0,204563071	6,3596155538	-0,9275816	0,3579445899	0,7284381184	-5,9538075276
17210023	NA	NA	-0,1413017765	6,6584234769	-0,9274916313	0,3579908343	0,7284451414	-5,9538887868
17208341	NA	NA	-0,2024784052	6,0280884154	-0,9274840716	0,3579947202	0,7284451414	-5,9538956143
17377122	ENSMUSG00000074754	Smim26	-0,084262441	6,3902083231	-0,9274313257	0,3580218339	0,7284451414	-5,9539432501
17355624	ENSMUSG00000024570	Rbfa	-0,0501247219	7,6048086923	-0,9273500382	0,3580636218	0,7284451414	-5,9540166573
17202731	NA	NA	-0,1897096925	6,4436748769	-0,9273277207	0,3580750951	0,7284451414	-5,9540368101
17433755	ENSMUSG00000029053	Prkcz	-0,0477976523	7,1438721692	-0,9273156413	0,3580813053	0,7284451414	-5,9540477178
17200077	NA	NA	-0,1293866272	6,9265162769	-0,9272641925	0,3581077563	0,7284537668	-5,954094174
17227297	ENSMUSG00000062580	Timm17a	0,0296285998	9,4235761231	0,9271607965	0,3581609184	0,7284825746	-5,9541875291
17266044	ENSMUSG00000017288	Vps53	-0,0397509415	8,9593758769	-0,927097339	0,3581935482	0,7284825746	-5,9542448191
17513287	NA	NA	-0,1381849908	5,6331199538	-0,9270692455	0,3582079945	0,7284825746	-5,954270181
17263142	ENSMUSG00000052642	4930504O13Rik	0,0915753908	4,5104462923	0,9270638567	0,3582107656	0,7284825746	-5,9542750458
17513149	ENSMUSG00000031957	Ctrb1	0,0816513363	5,1229935385	0,9268874682	0,3583014775	0,7286201718	-5,9544342656
17268786	ENSMUSG00000038255	Neurod2	0,0567707664	9,0502216462	0,9268233593	0,3583344507	0,7286201718	-5,9544921271
17240665	NA	NA	-0,0930227594	5,0573793538	-0,9268027067	0,3583450734	0,7286201718	-5,9545107664
17278876	ENSMUSG00000077925	Mir453	0,0705005634	10,0335579231	0,9267193768	0,3583879363	0,7286621502	-5,9545859686
17239483	ENSMUSG00000101969	Gm20125	0,071109767	5,0320452154	0,9266275393	0,3584351791	0,7286963227	-5,9546688411
17523555	ENSMUSG00000025785	Exosc7	-0,0537409634	7,2591827538	-0,9265660334	0,3584668211	0,7286963227	-5,9547243384
