	Ensembl ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17277382	ENSMUSG00000045064	Zc2hc1c	0,0907439598	5,3486335538	0,8007758762	0,4269343206	0,8410493336	-5,8334096393
17307580	ENSMUSG00000075571	Defb30	0,0759374221	5,3849846769	0,8007488393	0,4269498348	0,8410493336	-5,8334304411
17230816	ENSMUSG00000051295	9630028B13Rik	-0,0775920131	5,2600339846	-0,8007255086	0,4269632226	0,8410493336	-5,833448391
17239638	ENSMUSG00000019990	Pde7b	0,0701384495	10,6279839077	0,8006463457	0,4270086502	0,8410493336	-5,8335092924
17204497	#N/D	#N/D	0,1224520762	7,0759725846	0,8006269547	0,4270197782	0,8410493336	-5,8335242093
17207301	#N/D	#N/D	0,1696908139	6,0718848769	0,8005299586	0,4270754443	0,8410493336	-5,8335988204
17217232	ENSMUSG00000048174	Tmem81	0,0785607285	5,5768646	0,8005027961	0,4270910336	0,8410493336	-5,8336197127
17476364	ENSMUSG00000030579	Tyrobp	0,0850275052	6,5681060923	0,8004541362	0,4271189617	0,8410493336	-5,8336571381
17470323	ENSMUSG00000030172	Erc1	-0,0500486201	9,1803806615	-0,8003610386	0,4271723979	0,8410493336	-5,8337287355
17319576	ENSMUSG00000063480	Snu13	0,0981337867	6,8586662	0,8003159088	0,4271983029	0,8410493336	-5,83376344
17343552	ENSMUSG00000094441	Zfp955a	0,1050511274	6,4492168	0,8003003392	0,4272072402	0,8410493336	-5,8337754124
17538800	#N/D	#N/D	0,0870828213	10,2079321077	0,8002903349	0,427212983	0,8410493336	-5,8337831052
17337224	ENSMUSG00000092171	4833427F10Rik	0,0946024904	4,5752199231	0,8002246218	0,4272507055	0,8410493336	-5,8338336331
17402361	ENSMUSG00000039234	Sec24d	0,0461803729	6,8763723385	0,8001925727	0,427269104	0,8410493336	-5,8338582748
17329243	ENSMUSG00000044626	Liph	-0,1052229185	4,1505037692	-0,8001626275	0,427286295	0,8410493336	-5,8338812978
17428882	#N/D	#N/D	-0,4981767615	4,3291263077	-0,8001322653	0,4273037259	0,8410493336	-5,8339046407
17495821	ENSMUSG00000030878	Cdr2	-0,0637826513	7,215008	-0,800057911	0,4273464146	0,8410493336	-5,8339618017
17450937	ENSMUSG00000072762	4930522L14Rik	0,1030211964	6,2984744154	0,8000468074	0,4273527896	0,8410493336	-5,8339703372
17359796	ENSMUSG00000035342	Lzts2	-0,0579727573	6,9121622154	-0,8000363082	0,4273588177	0,8410493336	-5,8339784082
17550600	#N/D	#N/D	0,0376485332	12,4249633846	0,7999854974	0,4273879913	0,8410547826	-5,8340174656
17208795	#N/D	#N/D	0,1513379925	4,1385430154	0,7999109404	0,4274308013	0,8410547826	-5,8340747722
17488713	ENSMUSG00000089219	Mir1963	-0,1098419137	9,4093990615	-0,7998974995	0,4274385193	0,8410547826	-5,8340851026
17496345	ENSMUSG00000030717	Nupr1	-0,0577426201	7,1538522308	-0,7998183636	0,4274839617	0,8410937365	-5,8341459219
17306094	ENSMUSG00000035932	Olfr750	-0,0543431119	4,4786771692	-0,7996103864	0,427603403	0,8412305008	-5,8343057333
17220608	ENSMUSG00000039210	Gpatch2	-0,0460212893	6,7438707538	-0,7995825789	0,4276193744	0,8412305008	-5,8343270977
17337557	ENSMUSG00000016206	H2-M3	-0,0777973103	6,1842698615	-0,7995422923	0,4276425138	0,8412305008	-5,8343580485
17392103	ENSMUSG00000085247	4930545L23Rik	-0,0641850202	4,8514221077	-0,7995186904	0,4276560703	0,8412305008	-5,8343761804
17203163	#N/D	#N/D	-0,2266602505	5,7008695077	-0,7994616328	0,4276888444	0,8412445142	-5,8344200119
17405069	#N/D	1700018B24Rik	0,0895255238	4,4417968462	0,7992904055	0,427787207	0,8413503648	-5,8345515301
17505313	ENSMUSG00000038872	Zfhx3	-0,0710195982	6,4768685231	-0,7992241094	0,4278252948	0,8413503648	-5,8346024441
17315715	#N/D	#N/D	0,0616375243	5,0214840923	0,7992081732	0,4278344507	0,8413503648	-5,8346146822
17225801	ENSMUSG00000026285	Pdcd1	-0,1034077696	4,8231021231	-0,7991285906	0,4278801751	0,8413503648	-5,8346757934
17201113	#N/D	#N/D	-0,1909383869	4,296783	-0,7989995601	0,427954316	0,8413503648	-5,8347748629
17384549	ENSMUSG00000026889	Rbm18	-0,0348850232	9,2335164154	-0,7989915095	0,4279589422	0,8413503648	-5,8347810437
17248894	ENSMUSG00000064780	Snord95	0,0528677625	7,1875163231	0,7989798572	0,427965638	0,8413503648	-5,8347899894
17548358	#N/D	#N/D	0,0998192848	5,5687938462	0,798966109	0,4279735383	0,8413503648	-5,8348005441
17548692	#N/D	#N/D	0,0998192848	5,5687938462	0,798966109	0,4279735383	0,8413503648	-5,8348005441
17548436	#N/D	#N/D	0,09588981	4,5091881385	0,7989123814	0,4280044133	0,8413599424	-5,8348417898
17494020	ENSMUSG00000070424	Art5	0,0805750607	4,1975632615	0,7988414103	0,4280451994	0,8413599424	-5,8348962689
17522955	#N/D	#N/D	0,0660585358	4,1767196	0,7988237119	0,4280553709	0,8413599424	-5,8349098539
17452873	ENSMUSG00000029388	Eif2b1	-0,055786806	7,2827501231	-0,7985139875	0,4282333952	0,8416416177	-5,8351475454
17341378	ENSMUSG00000071267	Zfp942	-0,0596330793	8,0707800769	-0,7984850992	0,428250002	0,8416416177	-5,8351697106
17200361	#N/D	#N/D	0,1069608053	6,8905044	0,798320172	0,4283448196	0,8417775211	-5,8352962393
17317710	#N/D	#N/D	0,0940185506	4,5905720923	0,7980584542	0,4284953086	0,8418555729	-5,8354969717
17222825	ENSMUSG00000026107	Nabp1	0,053472213	7,3968611538	0,7980465316	0,4285021649	0,8418555729	-5,8355061145
17207663	#N/D	#N/D	-0,1293670335	7,0983968	-0,7980334051	0,4285097136	0,8418555729	-5,8355161804
17371996	#N/D	Gm13707	0,0800832005	5,4040626154	0,797944114	0,4285610647	0,8418555729	-5,8355846482
17253991	ENSMUSG00000048895	Cdk5r1	0,0403302408	10,0325844769	0,7979225483	0,4285734676	0,8418555729	-5,8356011835
17339137	#N/D	#N/D	-0,1177784368	4,1824841231	-0,7978409832	0,4286203796	0,8418555729	-5,8356637188
17446928	#N/D	#N/D	0,0963228308	4,6380173385	0,7978113257	0,4286374378	0,8418555729	-5,8356864554
17361915	ENSMUSG00000007338	Mrpl49	0,0451724416	7,7579492	0,7977294217	0,4286845488	0,8418555729	-5,835749242
17209541	#N/D	#N/D	0,2387514233	5,0048482769	0,7977070241	0,4286974324	0,8418555729	-5,8357664107
17509582	ENSMUSG00000094443	Sgo2b	0,0946235094	4,2633129077	0,7976939836	0,4287049337	0,8418555729	-5,8357764064
17477060	ENSMUSG00000039013	Siglecf	0,0671174874	5,1905282308	0,7976938214	0,428705027	0,8418555729	-5,8357765308
17205181	#N/D	#N/D	-0,2979832622	4,9934189692	-0,7976708697	0,4287182297	0,8418555729	-5,8357941234
17209371	#N/D	#N/D	-0,2979832622	4,9934189692	-0,7976708697	0,4287182297	0,8418555729	-5,8357941234
17522803	#N/D	#N/D	0,0735295408	6,4826685692	0,797501948	0,4288154076	0,841911739	-5,8359235876
17363072	ENSMUSG00000067522	Olfr76	-0,0752322001	5,0286821538	-0,7974055671	0,4288708598	0,841911739	-5,8359974434
17480349	ENSMUSG00000051727	Kctd14	-0,065242821	4,7437125692	-0,7973790146	0,4288861374	0,841911739	-5,8360177888
17208637	#N/D	#N/D	-0,084721386	7,7313343846	-0,7973356313	0,4289110997	0,841911739	-5,8360510292
17465632	ENSMUSG00000084973	Gm13848	0,0795947534	5,2619681385	0,7973345262	0,4289117356	0,841911739	-5,8360518759
17353032	ENSMUSG00000042680	Garem1	-0,0377413982	8,1754901385	-0,7973194762	0,4289203954	0,841911739	-5,8360634068
17288896	ENSMUSG00000062825	Actg1	-0,0540335264	10,9310518462	-0,7973088232	0,4289265252	0,841911739	-5,8360715687
17428731	ENSMUSG00000043155	Hpdl	0,1011570819	4,6005815538	0,7972317791	0,4289708586	0,8419483693	-5,8361305937
17466618	ENSMUSG00000039264	Gimap3	0,081696657	5,1480062	0,7970151907	0,4290955047	0,8421426166	-5,8362964965
17329403	ENSMUSG00000022887	Masp1	0,0467084609	6,1075721077	0,7968136731	0,429211497	0,8422621726	-5,8364508159
17431761	ENSMUSG00000028755	Cda	0,0833464064	6,2904459231	0,7967920331	0,4292239539	0,8422621726	-5,8364673852
17521722	ENSMUSG00000049305	Ccdc71	-0,0427235764	7,4726108154	-0,7967755108	0,429233465	0,8422621726	-5,8364800357
17266724	ENSMUSG00000085078	C030013C21Rik	-0,0875790603	5,1515281846	-0,7966755334	0,4292910201	0,8423247135	-5,8365565793
17432783	#N/D	#N/D	0,0690281075	7,2606938	0,7966224136	0,4293216021	0,8423343254	-5,8365972446
17412534	ENSMUSG00000045854	Lyrm2	-0,0543027122	7,8738602615	-0,7965091483	0,4293868151	0,842395521	-5,8366839446
17223932	ENSMUSG00000026000	Lancl1	-0,0358001637	9,8878359231	-0,7964790201	0,4294041626	0,842395521	-5,8367070045
17205871	#N/D	#N/D	-0,2664134795	4,1174186769	-0,7962745288	0,4295219173	0,8425224414	-5,8368634981
17358962	ENSMUSG00000040565	Btaf1	0,0512528021	8,6804894769	0,7962486814	0,4295368027	0,8425224414	-5,8368832759
17426233	#N/D	Gm11211	0,0891301782	4,3888608154	0,7962328393	0,4295459262	0,8425224414	-5,8368953976
17375183	#N/D	#N/D	0,1188563877	5,7314418154	0,796184319	0,42957387	0,8425268637	-5,8369325216
17386421	#N/D	#N/D	-0,0916413472	5,0057183692	-0,7961140164	0,4296143606	0,8425558922	-5,836986308
17427459	#N/D	LOC102637515	0,0968413076	4,7766019077	0,7957792866	0,4298071786	0,8426953832	-5,8372423361
17478459	ENSMUSG00000030500	Slc17a6	0,0712416694	8,6585704154	0,7956324535	0,4298917768	0,8426953832	-5,8373546126
17414861	#N/D	C630043F03Rik	0,0571709508	5,9600023077	0,795568587	0,4299285766	0,8426953832	-5,8374034421
17423601	ENSMUSG00000055761	Nkain3	-0,077756918	7,1349397077	-0,7954715976	0,4299844656	0,8426953832	-5,8374775886
17205253	#N/D	#N/D	-0,1736577259	5,5336405077	-0,7954590041	0,4299917228	0,8426953832	-5,8374872154
17209443	#N/D	#N/D	-0,1736577259	5,5336405077	-0,7954590041	0,4299917228	0,8426953832	-5,8374872154
17444920	#N/D	#N/D	-0,0494444956	4,7375660923	-0,7953975692	0,4300271265	0,8426953832	-5,837534176
17210199	#N/D	#N/D	0,1250586836	6,8415700769	0,7953144304	0,4300750405	0,8426953832	-5,8375977211
17464530	#N/D	#N/D	-0,1315988554	4,6538180308	-0,7952949718	0,4300862552	0,8426953832	-5,8376125929
17370499	ENSMUSG00000035295	Wdr38	0,0877449012	5,2873203846	0,7952712719	0,4300999146	0,8426953832	-5,8376307058
17458345	ENSMUSG00000064262	Gimap8	-0,1193181637	4,1571079692	-0,7952076529	0,4301365825	0,8426953832	-5,8376793245
17250567	ENSMUSG00000019102	Aldh3a1	0,0854497984	4,8711392462	0,7951510264	0,4301692217	0,8426953832	-5,8377225963
17209875	#N/D	#N/D	0,194922764	4,8333527538	0,7950847307	0,4302074361	0,8426953832	-5,837773253
17298738	ENSMUSG00000072625	Gdf2	0,0723566633	4,1619192308	0,7950335825	0,4302369205	0,8426953832	-5,8378123328
17366792	#N/D	#N/D	0,0608278465	7,2524157692	0,7949599372	0,4302793755	0,8426953832	-5,837868597
17201485	#N/D	#N/D	-0,2117091219	5,6438170615	-0,7949544954	0,4302825127	0,8426953832	-5,8378727544
17281108	ENSMUSG00000054302	Eapp	0,0496888175	7,9001112462	0,794846077	0,4303450184	0,8426953832	-5,8379555751
17446420	#N/D	#N/D	-0,0896154674	4,7466692462	-0,7947850975	0,430380177	0,8426953832	-5,8380021525
17209039	#N/D	#N/D	-0,2296815179	4,0613406154	-0,7947653621	0,4303915561	0,8426953832	-5,8380172261
17203003	#N/D	#N/D	-0,1643376081	7,3257242615	-0,7947211113	0,4304170709	0,8426953832	-5,8380510227
17201639	#N/D	#N/D	0,2555769235	4,0916362462	0,794719818	0,4304178166	0,8426953832	-5,8380520105
17418465	ENSMUSG00000001985	Grik3	-0,0387483924	8,8919220308	-0,7947125489	0,4304220081	0,8426953832	-5,8380575621
17457804	#N/D	LOC665506	-0,0550321051	9,7759745538	-0,7946530443	0,4304563198	0,8426953832	-5,8381030055
17209969	#N/D	#N/D	0,099863923	6,7068481077	0,7946257579	0,4304720543	0,8426953832	-5,8381238429
17330468	#N/D	#N/D	0,0834720011	4,7397024923	0,7945225603	0,4305315658	0,8426953832	-5,838202644
17483615	ENSMUSG00000030789	Itgax	-0,0817258661	4,0819151538	-0,7944858651	0,4305527281	0,8426953832	-5,8382306619
17251617	ENSMUSG00000018470	Kcnab3	-0,0538819007	8,1675956923	-0,794463704	0,4305655089	0,8426953832	-5,8382475818
17372119	ENSMUSG00000027099	Mtx2	-0,035250016	8,9059476923	-0,7944109293	0,430595946	0,8426953832	-5,8382878735
17274097	#N/D	#N/D	0,09365535	5,0438242	0,7943896476	0,4306082204	0,8426953832	-5,8383041207
17222072	ENSMUSG00000042111	Ccdc115	-0,0624386573	7,4292614462	-0,7942787874	0,4306721628	0,8426953832	-5,838388748
17507012	#N/D	#N/D	-0,099539803	4,7849933077	-0,7942273302	0,4307018445	0,8426953832	-5,8384280249
17391732	#N/D	#N/D	0,1470153444	4,3022334923	0,7942239262	0,430703808	0,8426953832	-5,838430623
17394385	ENSMUSG00000017664	Slc35c2	0,0454902317	7,9670775385	0,7941720404	0,4307337382	0,8426953832	-5,8384702245
17380749	ENSMUSG00000056061	Gata5os	0,0655259919	4,6743649692	0,7941685917	0,4307357277	0,8426953832	-5,8384728566
17221454	ENSMUSG00000043716	Rpl7	0,0993103756	4,9194630462	0,7941645377	0,4307380663	0,8426953832	-5,8384759507
17486561	ENSMUSG00000070822	Zscan18	-0,0471741262	7,7550434308	-0,794153791	0,4307442657	0,8426953832	-5,8384841526
17423509	#N/D	#N/D	-0,0643431955	4,2377247231	-0,7940759656	0,4307891621	0,8426953832	-5,8385435461
17324332	ENSMUSG00000022871	Fetub	0,0769170797	4,332626	0,7940469688	0,4308058906	0,8426953832	-5,838565674
17315463	ENSMUSG00000023050	Map3k12	0,1036762509	5,7597799385	0,7939974651	0,4308344507	0,8426953832	-5,8386034491
17516120	ENSMUSG00000066748	Olfr145	-0,0989953591	4,036844	-0,7939702954	0,4308501262	0,8426953832	-5,8386241807
17207775	#N/D	#N/D	0,1515400035	6,0715439385	0,7939354023	0,4308702582	0,8426953832	-5,8386508046
17251222	ENSMUSG00000033066	Gas7	-0,0346076885	9,4296219538	-0,7937453663	0,4309799114	0,8426953832	-5,8387957844
17209007	#N/D	#N/D	0,1247418725	7,3206965692	0,793728653	0,4309895559	0,8426953832	-5,8388085334
17262695	ENSMUSG00000020383	Il13	-0,070862981	5,0572735385	-0,7937263821	0,4309908664	0,8426953832	-5,8388102657
17537081	ENSMUSG00000033777	Tlr13	0,0911597837	5,5977559231	0,7937226701	0,4309930085	0,8426953832	-5,8388130972
17345152	ENSMUSG00000023932	Cdc5l	0,0632787996	8,1090582	0,7937096044	0,4310005483	0,8426953832	-5,8388230636
17429057	ENSMUSG00000033295	Ptprf	0,0493433768	7,9093243692	0,7936889357	0,4310124758	0,8426953832	-5,8388388292
17502084	ENSMUSG00000088248	Mir1969	-0,1383569891	5,5704509692	-0,79358506	0,4310724231	0,8426953832	-5,8389180569
17450897	ENSMUSG00000090688	Vmn2r12	-0,0771258943	4,5875850462	-0,7935571705	0,4310885191	0,8426953832	-5,8389393269
17356173	ENSMUSG00000045826	Ptprcap	-0,0712151596	4,8502998308	-0,7935479679	0,4310938304	0,8426953832	-5,8389463452
17514988	ENSMUSG00000058192	Zfp846	0,057204805	8,0752691846	0,7935467744	0,4310945192	0,8426953832	-5,8389472554
17526265	ENSMUSG00000032112	Trappc4	0,0438052814	7,6955353846	0,7934937471	0,4311251245	0,8426953832	-5,8389876943
17283742	ENSMUSG00000054150	Syne3	0,0798478733	4,8815953846	0,7934045683	0,4311765979	0,8426953832	-5,8390556968
17444855	ENSMUSG00000029647	Pan3	-0,0282346132	9,5338696	-0,7933758999	0,4311931459	0,8426953832	-5,839077556
17507440	ENSMUSG00000056228	Cars2	0,0445496558	6,6671437538	0,7932811597	0,4312478345	0,8426953832	-5,8391497885
17205681	#N/D	#N/D	0,1279556195	6,3043388154	0,7932638653	0,4312578182	0,8426953832	-5,8391629734
17250141	#N/D	#N/D	0,0942665704	5,2958422	0,7932636176	0,4312579612	0,8426953832	-5,8391631622
17474676	#N/D	#N/D	0,0818122406	4,0459157846	0,793263257	0,4312581694	0,8426953832	-5,8391634371
17457962	ENSMUSG00000056203	Tas2r135	-0,0982695643	4,1689201385	-0,7932620383	0,4312588728	0,8426953832	-5,8391643662
17466729	ENSMUSG00000029828	4921507P07Rik	-0,0518095693	5,9442282	-0,7932272246	0,4312789704	0,8426953832	-5,8391909063
17424493	ENSMUSG00000028452	Vcp	-0,028844481	9,9470039231	-0,7932125862	0,4312874211	0,8426953832	-5,8392020656
17302588	#N/D	#N/D	0,0947290703	7,4147277077	0,7932057869	0,4312913464	0,8426953832	-5,8392072488
17242320	ENSMUSG00000096481	Gm3250	-0,1649434983	5,5288282769	-0,7931492619	0,4313239793	0,8426953832	-5,839250337
17280392	ENSMUSG00000061477	Rps7	-0,0811901384	6,0190404769	-0,7931031233	0,4313506171	0,8426953832	-5,8392855057
17205547	#N/D	#N/D	0,1913630089	6,7582306308	0,7930944673	0,4313556146	0,8426953832	-5,8392921033
17498897	ENSMUSG00000031497	Tnfsf13b	-0,0862901527	5,6300666923	-0,7930233283	0,4313966884	0,8426996646	-5,8393463237
17206303	#N/D	#N/D	0,1103878696	6,8938854154	0,7929895462	0,4314161941	0,8426996646	-5,8393720699
17479706	ENSMUSG00000045795	Whamm	-0,043809884	7,7447331538	-0,7928922102	0,4314723986	0,8426996646	-5,8394462462
17206275	#N/D	#N/D	0,1711595739	5,8280583692	0,7928727907	0,4314836125	0,8426996646	-5,839461044
17278838	ENSMUSG00000105853	Mir376b	-0,0757790593	7,7218578923	-0,7927689622	0,4315435717	0,8426996646	-5,8395401563
17519524	#N/D	#N/D	0,0984173623	4,8144259692	0,7927635435	0,431546701	0,8426996646	-5,8395442849
17208703	#N/D	#N/D	-0,1587193192	5,4023048923	-0,7927492886	0,4315549334	0,8426996646	-5,8395551455
17544954	ENSMUSG00000042386	Tex13b	-0,1059833663	4,2157331231	-0,7926963805	0,4315854893	0,8426996646	-5,8395954541
17262202	ENSMUSG00000046879	Irgm1	0,0971224929	5,5478150462	0,792690205	0,4315890559	0,8426996646	-5,8396001588
17246945	ENSMUSG00000034175	Rhbdd3	-0,0700395725	6,4393108308	-0,7925344868	0,4316789955	0,8428250992	-5,8397187781
17405062	ENSMUSG00000090919	Pabpc4l	0,0840283353	4,8177876923	0,7923580634	0,4317809075	0,8429738927	-5,8398531423
17402097	#N/D	#N/D	-0,1216683868	6,4392841692	-0,7921088742	0,4319248775	0,8432047742	-5,8400428753
17213213	ENSMUSG00000026029	Casp8	-0,0746261442	6,4665160462	-0,7920484169	0,4319598112	0,8432227801	-5,8400888988
17378905	ENSMUSG00000074625	Arhgap40	0,0934493726	4,57244	0,7919869316	0,4319953407	0,8432419467	-5,8401357014
17383927	#N/D	9430097D07Rik	0,1055588955	4,9774409846	0,7918766094	0,4320590951	0,843316202	-5,8402196697
17309358	#N/D	#N/D	-0,1171326487	5,7341165846	-0,7918126511	0,4320960588	0,8433381599	-5,8402683444
17210743	#N/D	#N/D	0,1542136275	5,4990877846	0,7917561817	0,4321286959	0,8433507778	-5,8403113165
17509642	ENSMUSG00000031605	Klhl2	0,0304770437	10,3407646154	0,7917124843	0,4321539523	0,8433507778	-5,8403445673
17229590	ENSMUSG00000070524	Fcrlb	-0,0609226795	5,0176569846	-0,7915444482	0,4322510826	0,8434901384	-5,840472415
17265548	#N/D	Gm12326	0,0802400239	4,8547163077	0,7912278202	0,4324341393	0,8436733244	-5,8407132446
17200719	#N/D	#N/D	0,1855479775	5,6141578769	0,7912192251	0,4324391092	0,8436733244	-5,8407197808
17221939	ENSMUSG00000048874	Phf3	0,0350506358	9,2249556308	0,7911939983	0,432453696	0,8436733244	-5,8407389643
17219909	#N/D	#N/D	-0,080328032	5,4512230308	-0,7911007798	0,4325075999	0,8436733244	-5,8408098461
17509527	#N/D	#N/D	0,0575600357	4,6087933538	0,7910875963	0,4325152237	0,8436733244	-5,84081987
17360861	#N/D	#N/D	0,1030259821	4,7020846308	0,7910832325	0,4325177472	0,8436733244	-5,8408231879
17272509	ENSMUSG00000020814	Mxra7	0,0644406785	6,3595864769	0,7909957315	0,4325683494	0,8436733244	-5,8408897134
17394980	ENSMUSG00000085495	Gm16796	-0,0718116667	4,1414727538	-0,7909693909	0,432583583	0,8436733244	-5,8409097383
17451390	ENSMUSG00000042190	Cmklr1	-0,0900351167	5,0858504769	-0,7909415304	0,4325996959	0,8436733244	-5,8409309179
17319050	ENSMUSG00000018169	Mfng	-0,0752894587	5,5423994615	-0,7908497125	0,4326528006	0,8436733244	-5,8410007131
17364762	ENSMUSG00000034321	Exosc1	-0,0503809096	9,2866408308	-0,7908486569	0,4326534112	0,8436733244	-5,8410015155
17379602	#N/D	Zfp335os	0,0747379202	5,9517011231	0,7907918937	0,4326862433	0,8436733244	-5,8410446599
17265781	ENSMUSG00000095312	Olfr382	-0,084148439	4,7756411846	-0,7907456001	0,4327130209	0,8436733244	-5,8410798444
17324751	ENSMUSG00000022787	Wdr53	-0,0435115129	7,3617706154	-0,7907216068	0,4327268996	0,8436733244	-5,8410980792
17508336	ENSMUSG00000031557	Plekha2	-0,0642068479	7,5504874615	-0,7906753937	0,4327536321	0,8436733244	-5,8411331994
17383667	#N/D	Gm14486	0,0874367986	4,2420217846	0,7906672262	0,4327583568	0,8436733244	-5,8411394062
17322437	ENSMUSG00000022491	Glycam1	-0,07447609	5,2193004615	-0,7906258938	0,432782267	0,8436733244	-5,8411708153
17468926	#N/D	#N/D	0,0915582033	5,2622339692	0,7905681998	0,4328156434	0,8436882412	-5,8412146552
17258239	ENSMUSG00000020739	Nup85	-0,0485343202	7,1806536923	-0,7903586671	0,4329368727	0,843809881	-5,8413738462
17267011	ENSMUSG00000051452	Gm11437	0,0911682289	4,1181373846	0,7903339696	0,4329511632	0,843809881	-5,8413926072
17396847	#N/D	#N/D	0,0679897219	7,9168595077	0,7903269413	0,43295523	0,843809881	-5,841397946
17290938	#N/D	#N/D	0,2361298909	4,9210278462	0,7902425554	0,43300406	0,8438549026	-5,8414620435
17433469	ENSMUSG00000058498	Rnf207	0,0568010786	6,2345253385	0,79019433	0,4330319672	0,8438591461	-5,8414986713
17205575	#N/D	#N/D	-0,3481198401	5,0124358923	-0,7901208786	0,4330744743	0,8438918385	-5,8415544545
17545910	ENSMUSG00000031364	Grpr	0,0801235538	6,2657118462	0,7900429234	0,4331195905	0,8439296108	-5,8416136525
17406686	#N/D	#N/D	-0,1200834299	4,8954960923	-0,7899654047	0,4331644569	0,843940817	-5,8416725134
17203985	#N/D	#N/D	0,1449106154	6,6124641385	0,7898895979	0,4332083351	0,843940817	-5,8417300691
17303135	#N/D	#N/D	0,1216758491	5,5416292308	0,7898562918	0,433227614	0,843940817	-5,8417553546
17209703	#N/D	#N/D	0,1559252351	6,4399807231	0,7898107806	0,4332539586	0,843940817	-5,8417899046
17257557	#N/D	#N/D	0,0502644647	10,1229967538	0,7898107039	0,433254003	0,843940817	-5,8417899628
17361971	ENSMUSG00000024790	Sac3d1	0,0665663528	6,4139361231	0,7897126482	0,4333107667	0,8439413145	-5,8418643955
17526657	#N/D	#N/D	0,1632360663	4,0546487692	0,7897010639	0,4333174731	0,8439413145	-5,8418731884
17549200	#N/D	#N/D	-0,1059082551	7,5167193385	-0,7894764872	0,4334474967	0,8439413145	-5,8420436248
17548723	#N/D	#N/D	0,0824853356	5,0726407231	0,7894598582	0,4334571254	0,8439413145	-5,8420562431
